Serial number,Time,Status,vpv1,vpv2,vpv3,vBat,SOC,ppv1,ppv2,ppv3,pCharge,pDisCharge,vacr,vacs,vact,fac,pinv,prec,pf,vepsr,vepss,vepst,feps,peps,seps,pToGrid,pToUser,pLoad,ePv1Day,ePv2Day,ePv3Day,eInvDay,eRecDay,eChgDay,eDisChgDay,eEpsDay,eToGridDay,eToUserDay,ePv1All,ePv2All,ePv3All,eInvAll,eRecAll,eChgAll,eDisChgAll,eEpsAll,eToGridAll,eToUserAll,faultCode,warningCode,tinner,tradiator1,tradiator2,tradiator3,tBat,vBus1,vBus2,maxChgCurr,maxDischgCurr,chargeVoltRef,dischgCutVolt,batStatus0,batStatus1,batStatus2,batStatus3,batStatus4,batStatus5,batStatus6,batStatus7,batStatus8,batStatus9,batStatusInv,internalFault,BatCurrent,BMSEvent1,BMSEvent2,MaxCellVoltage,MinCellVoltage,MaxCellTemp,MinCellTemp,CycleCnt,Batt Internal Volt,Vbat_Inv,vBusP,genVolt,genFreq,genPower,eGenDay,eGenAll,SOH,epsVoltL1N,epsVoltL2N,pEpsL1N,pEpsL2N,sEpsL1N,sEpsL2N,eEpsL1NDay,eEpsL2NDay,eEpsL1NAll,eEpsL2NAll,Debug140,Debug141,Debug142,Debug143,Debug144,Debug145,Debug146,Debug147,Debug148,Debug149,Debug150,Debug151,Debug152,Sum_vBUS
1233022323,2025-03-19 02:43:39,Battery Grid on,0.0,0.0,306.9,40.8,8%,0,0,0,0,0,230.5,0,0,50.01,0,39,[0],231.6,2.0,3193.7,50.03,0,0,0,201,162,0.0,0.0,0,0.0,0,0.0,0.1,0,0.0,0.6,1577.7,1598.5,0,2071.2,130.4,2104.4,1591.0,46,465.9,1715.2,0x0,0x4000000,34,31,44,0,34,307.9,290.9,10,217,52,30,0x00,0x9407,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0x85,0x03,0xDC,0,0x00,0x19A,0,0,0,0,4099,0.0,41.1,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,598.8
1233022323,2025-03-19 02:49:39,Battery Grid on,0.0,0.0,367.6,39.9,7%,0,0,0,0,0,230.2,0,0,49.93,0,29,[0],231.6,2.0,3193.7,49.92,0,0,0,191,162,0.0,0.0,0,0.0,0,0.1,0.1,0,0.0,0.6,1577.7,1598.5,0,2071.2,130.4,2104.5,1591.0,46,465.9,1715.2,0x0,0x4000000,34,31,45,0,34,366.5,284.5,10,217,52,30,0x22,0x9407,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0x85,0x03,0xFA,0,0x00,0x1D2,0,0,0,0,4099,0.0,46.6,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,651.0
1233022323,2025-03-19 02:55:38,Battery Grid on,0.0,0.0,307.8,42.3,9%,0,0,0,0,0,230.5,0,0,49.93,0,43,[0],231.6,2.0,3193.7,49.94,0,0,0,204,161,0.0,0.0,0,0.0,0,0.1,0.1,0,0.0,0.6,1577.7,1598.5,0,2071.2,130.4,2104.5,1591.0,46,465.9,1715.2,0x0,0x4000000,34,31,44,0,34,309.1,301.9,10,217,52,30,0x00,0x1407,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0x85,0x03,0xDC,0,0x00,0x1A5,0,0,0,0,4099,0.0,42.1,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,611.0
1233022323,2025-03-19 03:19:38,Battery Grid on,0.0,0.0,305.2,41.6,9%,0,0,0,0,0,230.5,0,0,50.06,0,49,[0],231.6,2.0,3193.7,50.07,0,0,0,211,162,0.0,0.0,0,0.0,0,0.1,0.2,0,0.0,0.7,1577.7,1598.5,0,2071.2,130.4,2104.5,1591.1,46,465.9,1715.3,0x0,0x4000000,34,31,45,0,34,309.7,296.9,10,217,52,30,0x00,0x9407,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0x85,0x03,0xDC,0,0x00,0x19F,0,0,0,0,4099,0.0,41.5,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,606.5999999999999
1233022323,2025-03-19 03:37:37,Battery Grid on,0.0,0.0,304.4,40.4,8%,0,0,0,0,0,229.2,0,0,49.88,0,59,[0],230.2,2.0,3193.7,49.88,0,0,0,220,161,0.0,0.0,0,0.0,0,0.1,0.2,0,0.0,0.7,1577.7,1598.5,0,2071.2,130.4,2104.5,1591.1,46,465.9,1715.3,0x0,0x4000000,34,31,45,0,34,308.4,288.5,10,217,52,30,0x00,0x9407,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0x85,0x03,0xDC,0,0x00,0x196,0,0,0,0,4099,0.0,40.6,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,596.9
1233022323,2025-03-19 03:49:39,Battery Grid on,0.0,0.0,307.9,40.7,9%,0,0,0,0,0,230.7,0,0,50.04,0,53,[0],231.8,2.0,3193.7,50.09,0,0,0,213,160,0.0,0.0,0,0.0,0,0.1,0.2,0,0.0,0.8,1577.7,1598.5,0,2071.2,130.4,2104.5,1591.1,46,465.9,1715.4,0x0,0x4000000,34,31,45,0,34,307.0,290.3,10,217,52,30,0x00,0x9407,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0x85,0x03,0xDC,0,0x00,0x197,0,0,0,0,4099,0.0,40.8,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,597.3
1233022323,2025-03-19 04:19:37,Battery Grid on,0.0,0.0,307.0,42.1,8%,0,0,0,0,0,230.2,0,0,50.0,0,41,[0],231.3,2.0,3193.7,50.0,0,0,0,203,162,0.0,0.0,0,0.0,0,0.1,0.2,0,0.0,0.9,1577.7,1598.5,0,2071.2,130.4,2104.5,1591.1,46,465.9,1715.5,0x0,0x4000000,34,31,44,0,34,306.5,300.6,10,217,52,30,0x00,0x1407,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0x85,0x03,0xDC,0,0x00,0x1A3,0,0,0,0,4099,0.0,41.9,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,607.1
1233022323,2025-03-19 04:22:37,Battery Grid on,0.0,0.0,306.2,40.7,8%,0,0,0,0,0,230.0,0,0,50.06,0,57,[0],231.2,2.0,3193.7,50.08,0,0,0,218,161,0.0,0.0,0,0.0,0,0.1,0.2,0,0.0,0.9,1577.7,1598.5,0,2071.2,130.4,2104.5,1591.1,46,465.9,1715.5,0x0,0x4000000,34,31,44,0,34,305.4,290.4,10,217,52,30,0x00,0x9407,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0x85,0x03,0xDC,0,0x00,0x193,0,0,0,0,4099,0.0,40.3,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,595.8
1233022323,2025-03-19 04:37:37,Battery Grid on,0.0,0.0,304.0,42.9,10%,0,0,0,0,0,230.4,0,0,50.02,0,47,[0],231.8,2.0,3193.7,50.05,0,0,0,207,160,0.0,0.0,0,0.0,0,0.1,0.2,0,0.0,0.9,1577.7,1598.5,0,2071.2,130.4,2104.5,1591.1,46,465.9,1715.5,0x0,0x4000000,34,31,43,0,34,307.5,306.5,10,217,52,30,0x00,0x1407,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0x85,0x03,0xDC,0,0x00,0x1AC,0,0,0,0,4099,0.0,42.8,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,614.0
1233022323,2025-03-19 04:49:38,Battery Grid on,0.0,0.0,304.5,42.0,9%,0,0,0,0,0,230.5,0,0,50.14,0,57,[0],231.6,2.0,3193.7,50.14,0,0,0,218,161,0.0,0.0,0,0.0,0,0.1,0.2,0,0.0,1.0,1577.7,1598.5,0,2071.2,130.4,2104.5,1591.1,46,465.9,1715.6,0x0,0x4000000,34,31,43,0,34,307.3,299.9,10,217,52,30,0x00,0x1407,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0x85,0x03,0xDC,0,0x00,0x1A2,0,0,0,0,4099,0.0,41.8,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,607.2
1233022323,2025-03-19 04:55:36,Battery Grid on,0.0,0.0,307.3,40.2,9%,0,0,0,0,0,230.2,0,0,50.13,0,47,[0],231.4,2.0,3193.7,50.12,0,0,0,208,161,0.0,0.0,0,0.0,0,0.1,0.2,0,0.0,1.0,1577.7,1598.5,0,2071.2,130.4,2104.5,1591.1,46,465.9,1715.6,0x0,0x4000000,34,31,43,0,34,305.5,286.7,10,217,52,30,0x00,0x9407,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0x85,0x03,0xDC,0,0x00,0x194,0,0,0,0,4099,0.0,40.4,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,592.2
1233022323,2025-03-19 05:01:38,Battery Grid on,0.0,0.0,371.2,40.0,8%,0,0,0,0,0,228.6,0,0,50.04,0,57,[0],231.4,2.0,3193.7,50.07,0,0,0,219,162,0.0,0.0,0,0.0,0,0.1,0.2,0,0.0,1.0,1577.7,1598.5,0,2071.2,130.4,2104.5,1591.1,46,465.9,1715.6,0x0,0x4000000,34,31,43,0,34,365.7,285.8,10,217,52,30,0x00,0xB407,0x1000,0x00,0x2AD8,0x1231,0xABFF,0x830E,0xF0,0x8D,0x03,0xFA,0,0x00,0x18F,0,0,0,0,4099,0.0,39.9,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,651.5
1233022323,2025-03-19 05:13:36,Battery Grid on,0.0,0.0,304.1,40.5,10%,0,0,0,0,0,229.8,0,0,50.18,0,49,[0],231.0,2.0,3193.7,50.19,0,0,0,211,162,0.0,0.0,0,0.0,0,0.1,0.2,0,0.0,1.1,1577.7,1598.5,0,2071.2,130.4,2104.5,1591.1,46,465.9,1715.7,0x0,0x4000000,34,31,43,0,34,307.7,289.0,10,217,52,30,0x00,0x9407,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0x85,0x03,0xDC,0,0x00,0x192,0,0,0,0,4099,0.0,40.2,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,596.7
1233022323,2025-03-19 22:07:25,Battery Grid on,0.0,0.0,308.1,43.2,23%,0,0,0,0,0,233.7,0,0,49.81,0,41,[0],234.7,2.0,3193.7,49.83,0,0,0,201,160,0.7,1.6,0,1.2,0,0.8,1.4,0,0.5,1.3,1578.4,1600.1,0,2072.4,130.4,2105.2,1592.3,46,466.4,1715.9,0x0,0x4000000,36,30,35,0,35,308.0,307.8,10,217,52,30,0x00,0x9407,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0x85,0x03,0xDC,0,0x00,0x1B0,0,0,0,0,4099,0.0,43.2,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,615.8
1233022323,2025-03-19 22:19:26,Battery Grid on,0.0,0.0,308.8,42.3,21%,0,0,0,0,0,233.5,0,0,50.08,0,39,[0],234.3,2.0,3193.7,50.08,0,0,0,198,159,0.7,1.6,0,1.2,0,0.8,1.4,0,0.5,1.4,1578.4,1600.1,0,2072.4,130.4,2105.2,1592.3,46,466.4,1716.0,0x0,0x4000000,34,31,43,0,34,308.5,301.7,10,217,52,30,0x00,0x9407,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0x85,0x03,0xDC,0,0x00,0x1A8,0,0,0,0,4099,0.0,42.4,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,610.2
1233022323,2025-03-19 22:25:25,Battery Grid on,0.0,0.0,307.7,42.0,18%,0,0,0,0,0,232.6,0,0,50.0,0,49,[0],233.7,2.0,3193.7,50.03,0,0,0,209,160,0.7,1.6,0,1.2,0,0.8,1.4,0,0.5,1.4,1578.4,1600.1,0,2072.4,130.4,2105.2,1592.3,46,466.4,1716.0,0x0,0x4000000,34,32,46,0,34,308.4,300.1,10,217,52,30,0x00,0x9407,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0x85,0x03,0xDC,0,0x00,0x1A6,0,0,0,0,4099,0.0,42.2,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,608.5
1233022323,2025-03-19 22:31:25,Battery Grid on,0.0,0.0,307.0,43.2,18%,0,0,0,0,0,233.3,0,0,50.19,0,61,[0],234.7,2.0,3193.7,50.24,0,0,0,221,160,0.7,1.6,0,1.2,0,0.8,1.4,0,0.5,1.4,1578.4,1600.1,0,2072.4,130.4,2105.2,1592.3,46,466.4,1716.0,0x0,0x4000000,37,31,38,0,36,309.1,308.3,10,217,52,30,0x22,0x9407,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0x85,0x03,0xDC,0,0x00,0x1B0,0,0,0,0,4099,0.0,43.2,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,617.4000000000001
1233022323,2025-03-19 22:37:28,Battery Grid on,0.0,0.0,308.6,43.1,18%,0,0,0,0,0,233.7,0,0,50.18,0,59,[0],234.8,2.0,3193.7,50.19,0,0,0,218,159,0.7,1.6,0,1.2,0,0.8,1.4,0,0.5,1.4,1578.4,1600.1,0,2072.4,130.4,2105.2,1592.3,46,466.4,1716.0,0x0,0x4000000,36,31,40,0,35,308.3,307.2,10,217,52,30,0x00,0x9407,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0x85,0x03,0xDC,0,0x00,0x1B0,0,0,0,0,4099,0.0,43.2,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,615.5
1233022323,2025-03-19 23:01:26,Battery Grid on,0.0,0.0,309.0,43.3,18%,0,0,0,0,0,234.5,0,0,50.24,0,53,[0],235.4,2.0,3193.7,50.24,0,0,0,212,159,0.7,1.6,0,1.2,0,0.8,1.4,0,0.5,1.5,1578.4,1600.1,0,2072.4,130.4,2105.2,1592.3,46,466.4,1716.1,0x0,0x4000000,36,30,40,0,35,312.0,309.1,10,217,52,30,0x00,0x9407,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0x85,0x03,0xDC,0,0x00,0x1B1,0,0,0,0,4099,0.0,43.3,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,621.1
1233022323,2025-03-19 23:07:26,Battery Grid on,0.0,0.0,307.8,42.6,18%,0,0,0,0,0,234.3,0,0,50.07,0,49,[0],235.4,2.0,3193.7,50.06,0,0,0,209,160,0.7,1.6,0,1.2,0,0.8,1.4,0,0.5,1.5,1578.4,1600.1,0,2072.4,130.4,2105.2,1592.3,46,466.4,1716.1,0x0,0x4000000,36,31,44,0,35,312.1,304.3,10,217,52,30,0x00,0x9407,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0x85,0x03,0xDC,0,0x00,0x1AA,0,0,0,0,4099,0.0,42.6,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,616.4000000000001
1233022323,2025-03-19 23:13:26,Battery Grid on,0.0,0.0,312.7,42.2,18%,0,0,0,0,0,235.1,0,0,50.06,0,45,[0],236.3,2.0,3193.7,50.04,0,0,0,205,160,0.7,1.6,0,1.2,0,0.8,1.4,0,0.5,1.6,1578.4,1600.1,0,2072.4,130.4,2105.2,1592.3,46,466.4,1716.2,0x0,0x4000000,35,32,46,0,35,313.3,301.2,10,217,52,30,0x00,0x9407,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0x85,0x03,0xDC,0,0x00,0x1A5,0,0,0,0,4099,0.0,42.2,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,614.5
1233022323,2025-03-19 23:25:26,Battery Grid on,0.0,0.0,308.8,42.9,18%,0,0,0,0,0,233.4,0,0,50.24,0,49,[0],234.6,2.0,3193.7,50.23,0,0,0,209,160,0.7,1.6,0,1.2,0,0.8,1.4,0,0.5,1.6,1578.4,1600.1,0,2072.4,130.4,2105.2,1592.3,46,466.4,1716.2,0x0,0x4000000,37,30,39,0,36,311.3,306.5,10,217,52,30,0x00,0x9407,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0x85,0x03,0xDC,0,0x00,0x1AC,0,0,0,0,4099,0.0,42.8,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,617.8
1233022323,2025-03-19 23:31:27,Battery Grid on,0.0,0.0,307.2,42.4,18%,0,0,0,0,0,232.1,0,0,50.2,0,49,[0],233.0,2.0,3193.7,50.19,0,0,0,209,160,0.7,1.6,0,1.2,0,0.8,1.4,0,0.5,1.6,1578.4,1600.1,0,2072.4,130.4,2105.2,1592.3,46,466.4,1716.2,0x0,0x4000000,36,31,43,0,35,308.7,303.1,10,217,52,30,0x00,0x9407,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0x85,0x03,0xDC,0,0x00,0x1A8,0,0,0,0,4099,0.0,42.4,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,611.8
1233022323,2025-03-19 23:37:28,Battery Grid on,0.0,0.0,308.6,42.0,18%,0,0,0,0,0,232.6,0,0,50.18,0,41,[0],234.0,2.0,3193.7,50.18,0,0,0,200,159,0.7,1.6,0,1.2,0,0.8,1.4,0,0.5,1.6,1578.4,1600.1,0,2072.4,130.4,2105.2,1592.3,46,466.4,1716.2,0x0,0x4000000,35,32,46,0,35,309.4,299.8,10,217,52,30,0x00,0x9407,0x1000,0x00,0x2AD8,0x1230,0xABFF,0x830E,0xF0,0x85,0x03,0xDC,0,0x00,0x1A4,0,0,0,0,4099,0.0,42.0,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,609.2
